Text,Sentiment,cleaned_text
"EGOV long 16.62 strong above all MA's, resting/basing, room to upper bolly to absorb 10/20 day atr  ",1,egov long 16.62 strong above all mas restingbasing room to upper bolly to absorb 1020 day atr
AA Fibs   Friends   ,1,aa fibs friends
TSA: Judge Dismisses Massachusetts State Automobile Dealers Association awsuit -  ,1,tsa judge dismisses massachusetts state automobile dealers association awsuit
BAC up trending doesn't appear to slow down as of yet. It's prudent to take some profit at time.  ,1,bac up trending doesnt appear to slow down as of yet. its prudent to take some profit at time.
"FE - looks like it fired a sell signal Friday, may trade this short on tick below Friday low - have to do more work on utilities later...",-1,fe looks like it fired a sell signal friday may trade this short on tick below friday low have to do more work on utilities later...
coh also got rejected by cloud but still in slight uptrend for past few. buy when it enters cloud  ,1,coh also got rejected by cloud but still in slight uptrend for past few. buy when it enters cloud
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma  ,1,yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma
EQIX EXPE FB GS HOG MON PII QCOM QIH SODA Some ideas for next week.  Favorite setup is EQIX  ,1,eqix expe fb gs hog mon pii qcom qih soda some ideas for next week. favorite setup is eqix
"EQIX No position, would like to see a breakout over 216.50. Prefer more consolidation though  ",1,eqix no position would like to see a breakout over 216.50. prefer more consolidation though
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,-1,time for a contraction in aap.down to test 500 this week by weds.long jan11th 510500 put spread
AAP Bounce Coming?   ,1,aap bounce coming
FS en fuego!!   ,1,fs en fuego
AXA Over-Sold in Oscillating ange....indicators suggest buy price holds above prev close + increase in volume.,1,axa oversold in oscillating ange....indicators suggest buy price holds above prev close increase in volume.
A few I'm not holding but will check out. user: Bullish MACD cross: BBG COP ENI EOG JEC IG SFY XE XOP,1,a few im not holding but will check out. user bullish macd cross bbg cop eni eog jec ig sfy xe xop
"JDS beautiful trend, 13.5 should bring out the dip buyers",1,jds beautiful trend 13.5 should bring out the dip buyers
ko has trouble staying above 200 day sma past few weeks. could short here or higher stops above 38  ,-1,ko has trouble staying above 200 day sma past few weeks. could short here or higher stops above 38
mako a red day monday breaks support and could test old lows of 9-9.25  ,-1,mako a red day monday breaks support and could test old lows of 99.25
After-hour Most Advanced: OPT MAKO FOD GNMK JDS EGE AMN PX AAY DDD SV PM BKS F,1,afterhour most advanced opt mako fod gnmk jds ege amn px aay ddd sv pm bks f
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802  ,1,goog with simple fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802
Why I am buying AAP on Monday -  ,1,why i am buying aap on monday
user: AMZN over 263 has a Measured Move to 307  ,1,user amzn over 263 has a measured move to 307
user The INO pipeline and the partnerships with the ni's and MK--that pretty much sums it up...,1,user the ino pipeline and the partnerships with the nis and mkthat pretty much sums it up...
"AMZN the data company, not the retailer.  A new post by me.   ",1,amzn the data company not the retailer. a new post by me.
Trading environment favors long side. Don't over stay welcome. Too few quality leaders. GS AMH OCN EGN HOV AAP  ,-1,trading environment favors long side. dont over stay welcome. too few quality leaders. gs amh ocn egn hov aap
AAP what an amazing run it has been since 2005. I don't think it's over.   ,1,aap what an amazing run it has been since 2005. i dont think its over.
A Tale of Two Stocks  AAP GOOG SPY QQQ,1,a tale of two stocks aap goog spy qqq
F Ford's Powerful Bullish Pattern Dictates Price Direction  ,1,f fords powerful bullish pattern dictates price direction
DT - Descending triangle. ower highs. Didn't participate well in the rally & it's overbought.   ,-1,dt descending triangle. ower highs. didnt participate well in the rally its overbought.
CVA Over 19.00  ,1,cva over 19.00
MCK  Over 100.05 -   ,1,mck over 100.05
VMED you know we prefer 3-4 day pullback to reverse so maybe Mon or Tuesday on flag break or at sup  ,1,vmed you know we prefer 34 day pullback to reverse so maybe mon or tuesday on flag break or at sup
"Just kidding, more legible version. Currently long FS (tweeted on friday)  ",1,just kidding more legible version. currently long fs tweeted on friday
Ford will perform well due to Hurricane Sandy's destruction. F Palladium will do well PA Banks are a buy picks are BAC C SAN GS,1,ford will perform well due to hurricane sandys destruction. f palladium will do well pa banks are a buy picks are bac c san gs
GS is a buy on pullback to 133 or on bigger pullback to 130.,1,gs is a buy on pullback to 133 or on bigger pullback to 130.
CEG keep it on you watch list.,1,ceg keep it on you watch list.
I wish TV would die already like all the Newspapers told me  CBS ftw!,1,i wish tv would die already like all the newspapers told me cbs ftw
I think AAP is heading back down to check in on 506 support again,-1,i think aap is heading back down to check in on 506 support again
AMZN but but but.....yap yap yap,1,amzn but but but.....yap yap yap
SNDK pattern looking more interesting. Can it successfully break into the gap this time around?  ,1,sndk pattern looking more interesting. can it successfully break into the gap this time around
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!",1,amzn at alltime highs premarket aapl still plunging. should be an interesting trading day
See risk to ES_F 1442.00-1423.75 as bearish momentum divergences resolve SPX SPY #stocks.   ,-1,see risk to es_f 1442.001423.75 as bearish momentum divergences resolve spx spy stocks.
user: ONXX strong price & vol expansion friday. possibly looking for higher prices  > another biotech with 2 levels,1,user onxx strong price vol expansion friday. possibly looking for higher prices another biotech with 2 levels
ZNGA Momentum building to the upside.? On watch.,1,znga momentum building to the upside. on watch.
ES from watch list also fast move today  volume of 77% ave full day as usually tiny volume  ,1,es from watch list also fast move today volume of 77% ave full day as usually tiny volume
TWI like this long 24% short...  ,1,twi like this long 24% short...
"Green Weekly Triangle on HEO,....pdating  ",-1,green weekly triangle on heo....pdating
EOG - 60 min pullback to breakout - watching 1/2 position    ,1,eog 60 min pullback to breakout watching 12 position
KCG to 3.75?,1,kcg to 3.75
ZCS almost hit my stop loss...glad to see it heading back up,1,zcs almost hit my stop loss...glad to see it heading back up
AAP closed my short for some nice gains.,-1,aap closed my short for some nice gains.
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ",1,v beautiful uptrend since june 12. never once broke higher high higher low trend
The most awesome AAP trendline ever. Since 1986!!   ,-1,the most awesome aap trendline ever. since 1986
"DDD - ong  27.95. Trailing Stop  42.35 from 7 prior Stops of 41.70, 39.03, 36.53, 32.35, 27.95, 25.44 and 22.93 -  ",1,ddd ong 27.95. trailing stop 42.35 from 7 prior stops of 41.70 39.03 36.53 32.35 27.95 25.44 and 22.93
NX was largest watch list gainer new buy on Friday and biggest mover today so protect gains  ,1,nx was largest watch list gainer new buy on friday and biggest mover today so protect gains
"Green Weekly Triangle on KTOS,....pdating  ",-1,green weekly triangle on ktos....pdating
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,1,ak corrected me pphm largest watch list gainer today though it gapped up big on open
AAP positive close above 530 today is bullish. I'll be looking for possible ONG set up.,1,aap positive close above 530 today is bullish. ill be looking for possible ong set up.
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,1,ceg possible ong today if you want to play the jpmogan biotech conference.
"FME: ong  10.25. Trailing Stop  13.75 from 8 prior Stops of 12.29, 11.50, 10.97, 10.63, 10.36, ... 9.64 & 9.03 -  ",1,fme ong 10.25. trailing stop 13.75 from 8 prior stops of 12.29 11.50 10.97 10.63 10.36 ... 9.64 9.03
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,-1,i showed this ma on friday with the upside orange dot traget at 517 hit that this morn now red dot
TO triggered above 34. First target 34.55-.90,1,to triggered above 34. first target 34.55.90
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,1,sxc breaking above key downward channel level. ikely to move much higher from here.
"must follow the young man user: AMZN the data company, not the retailer.  A new post by me.   ",1,must follow the young man user amzn the data company not the retailer. a new post by me.
PG short back on,-1,pg short back on
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.  ,-1,ovti downgrade on sept 7th 16.77 after q1 looking good. next filing q3 end of feb.
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,-1,vs option trader sells 26k of the 47.25 52.25 call spreads in march. big bet that stock will be below 47.25 by march expiry
"AA option traders bet on bad earnings selling 6,200 Jan 9C and buying 3,200 Jan 9P. Could be hedge on stock. Both trades against low OI",-1,aa option traders bet on bad earnings selling 6200 jan 9c and buying 3200 jan 9p. could be hedge on stock. both trades against low oi
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,-1,skx q3 operational cash flow negative 60million. 80million decline vs.q3 2011
SKX 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011,-1,skx 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011
